"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Donate","Source","Hours","Pickup Offered","Delivery Offered","Special Accommodation Hours","Delivery/Pickup Notes","MWBE","Instagram","Email","SNAP/EBT","WIC","Delivery Apps","Type of Service","Black Owned Business"
"ABC Plus Carpet and Furniture",1867,"2020-05-05T04:00:00.000Z","(718) 565-1010","http://abc-plus-carpet-and-furniture-inc.business.site/","Hunters Point-Sunnyside-West Maspeth","Shops & Services",40.743496,-73.91543,"49-09 Roosevelt Ave, Queens","Call (718) 565-1010 Mon-Sat:10:30AM-7:30PM Sun: 12-7PM <https://abc-plus-carpet-and-furniture-inc.business.site/>
","furniture_store,home_goods_store","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Beat the Clock Printing Inc",1868,"2020-05-21T04:00:00.000Z","(718) 847-9722",,"Woodhaven","Shops & Services",40.694912,-73.848153,"9713 Jamaica Ave, Jamaica","Call (718) 847-9722 9AM-6PM Mon-Fri, Sat & Sun (Closed) <https://bit.ly/2uwZCPv>
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Rent-A-Center",1869,"2020-05-21T04:00:00.000Z","(718) 805-0024","https://www.rentacenter.com/","Woodhaven","Shops & Services",40.69451,-73.849598,"95-23 Jamaica Ave, Woodhaven","Call (718) 805-0024 10AM-7PM Mon-Fri, Sat 9AM-6PM, Sun (Closed) <https://www.rentacenter.com>
","electronics_store,furniture_store,home_goods_store","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"M.M. Housewares Hardware",1870,"2020-05-21T04:00:00.000Z","(718) 849-7491",,"Woodhaven","Shops & Services",40.6939345,-73.8510457,"9404 Jamaica Ave, Jamaica","Call (718) 849-7491 10AM-7PM Mon-Sat, Sun (Closed)
","hardware_store","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Shine Beauty Supply",1871,"2020-05-21T04:00:00.000Z","(718) 441-0222","https://www.prettybeautynyc.com/","Woodhaven","Shops & Services",40.6939932,-73.8514596,"9325 Jamaica Ave, Woodhaven","Call (718) 441-0222 Mon-Sat 10am-7:30pm Sun 11am-5:30pm <https://prettybeautynyc.com>
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Boost Mobile",1872,"2020-05-21T04:00:00.000Z","(718) 441-4422","https://boost-mobile-store-in-woodhaven-by.business.site/","Woodhaven","Shops & Services",40.693535,-73.852994,"9205 Jamaica Ave, Jamaica","(718) 441-4422 10am-8pm Mon-Sat, Sun 11am-7pm <https://www.boostmobile.com/>
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Baby Blue",1873,"2020-05-21T04:00:00.000Z","(718) 805-5876","http://shopbabyblue.com/","Woodhaven","Shops & Services",40.6934694,-73.8531194,"9201 Jamaica Ave, Woodhaven","Call (718) 805-5876 10AM -8:30PM Mon-Fri, Sat 10AM-9PM, Sun 10am-8PM
","clothing_store","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"R&S Army-Navy",1874,"2020-05-21T04:00:00.000Z","(718) 441-4670","http://www.armynavyusa.com/","Woodhaven","Shops & Services",40.6933933,-73.8533237,"91-13 Jamaica Ave, Jamaica","Call (718) 441-4670 10AM-6PM Mon-Sat, Sun (Closed)| Open sundays in December <https://www.armynavyusa.com/Default.asp>
","clothing_store","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Prime Jewelers",1875,"2020-05-21T04:00:00.000Z","(718) 441-3416","https://prime-jewelers-nyc.myshopify.com/","Woodhaven","Shops & Services",40.6929675,-73.853519,"9104 Jamaica Ave, Jamaica","(718) 441-3416 10AM-6:30 Mon-Fri. Sat 10AM-6PM, Sun
","jewelry_store","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sprint Store",1876,"2020-05-21T04:00:00.000Z",,,"Woodhaven","Shops & Services",40.6928263,-73.8538941,,"(718) 846-2430 11am-7pm Mon-Sun <https://www.sprint.com/storefronts/bd/sprint-woodhaven-ny-11421-fcs-1177/>
","Celluar","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"T-Mobile",1877,"2020-05-21T04:00:00.000Z","(718) 846-8702","https://www.t-mobile.com/store-locator/ny/woodhaven/jamaica-ave-90th-st-2","Woodhaven","Shops & Services",40.693013,-73.854357,"9007 Jamaica Ave, Queens","(718) 846-8700 Mon-Sat 10am-8pm Sun 11-5pm <https://www.t-mobile.com>
","Celluar","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Ohlert-Ruggiere Inc",1878,"2020-05-21T04:00:00.000Z","(718) 847-2323","https://www.travelers.com/FindAgent/All/NY/WOODHAVEN/OHLERT-RUGGIERE-INC/","Woodhaven","Shops & Services",40.6928581,-73.8551755,"8911 Jamaica Ave, Jamaica","(718) 847-2323
","insurance_agency","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Paola's Party Land",1879,"2020-05-21T04:00:00.000Z","(718) 847-2266","http://www.paolaspartyland.com/","Woodhaven","Shops & Services",40.6926418,-73.8553017,"8906 Jamaica Ave, Woodhaven","(718) 847-2266 1pm-6:45 Mon, 10am-6:45pm Tues-Sat. 10am-2:45 Sun <https://www.paolaspartyland.com/>
","florist,home_goods_store,food","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Benjamin Moore Paints",1880,"2020-05-21T04:00:00.000Z","(718) 847-3070","https://www.benjaminmoore.com/en-US","Woodhaven","Shops & Services",40.692848,-73.8554724,"89-01 Jamaica Ave, Woodhaven","(718) 847-3070 7AM-6PM Mon-Sat. Sun (Closed) <https://www.benjaminmoore.com/>
","home_goods_store,general_contractor","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"AT&T Store",1881,"2020-05-21T04:00:00.000Z",,,"Woodhaven","Shops & Services",40.6925489,-73.8555864,,"(800) 331-0500 9AM-8PMMon-Fri, Sun 11AM-7PM <https://www.att.com/>
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"1-800-Flowers | Park Place Florist",1882,"2020-05-21T04:00:00.000Z","(718) 846-7200","http://www.parkplaceflorist.com/","Woodhaven","Shops & Services",40.6925965,-73.8557937,"88-16 Jamaica Ave, Woodhaven","(718) 846-7200 9AM-6Pm Mon-Sat, Sun 10AM-3PM <https://www.parkplaceflorist.com/>
","florist,home_goods_store","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Law Offices of Frank H. Guzman, PC",1883,"2020-05-21T04:00:00.000Z","(718) 843-1595","http://www.fhglawfirm.com/","Woodhaven","Shops & Services",40.692514,-73.856356,"87-26 Jamaica Ave, Woodhaven","(718)-843-1595 9AM-6PM Mon-Fri, Sat 12-3PM
","lawyer","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pretty Beauty Supply Corp.",1884,"2020-05-21T04:00:00.000Z","(718) 441-2939","https://www.prettybeautynyc.com/","Woodhaven","Shops & Services",40.6924908,-73.8567411,"87-16 Jamaica Ave, Woodhaven","(718) 441-2939 10AM-7PM Mon-Sat, Sun 11AM-5PM
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Trama's Auto School Inc.",1885,"2020-05-21T04:00:00.000Z","(718) 847-2015","http://www.tramas.com/","Woodhaven","Shops & Services",40.692749,-73.8567928,"87-15 Jamaica Ave, Woodhaven","(718) 847-2015 9am-5pm All days <http://www.tramas.com>
","local_government_office","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"United States Postal Service",1886,"2020-05-21T04:00:00.000Z","(800) 275-8777","https://tools.usps.com/find-location.htm?address=11421&locationType=po&searchRadius=10&utm_source=google-my-business-url&utm_medium=search&utm_campaign=yext","Woodhaven","Shops & Services",40.6927376,-73.8614058,"8642 Forest Pkwy, Queens","(800) 275-8777 9am-3:30pm sun (closed) <https://www.usps.com/welcome.htm>
","Post Office,finance,local_government_office","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Grand 99¢ & Up",1887,"2020-05-21T04:00:00.000Z",,,"Woodhaven","Shops & Services",40.69269,-73.8563165,,"Mon-Sun: 9:30am-8:30am
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Gem Stores",1888,"2020-05-21T04:00:00.000Z","(718) 850-5235",,"Woodhaven","Shops & Services",40.6925698,-73.8597328,"8433 Jamaica Ave, Jamaica","(718) 850-5235 9am-7:45PM Mon-Sat, Sun 10AM-6:45PM
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"St Mina animal clinic",1889,"2020-05-21T04:00:00.000Z","(718) 296-0500","http://www.stminaclinic.com/","Woodhaven","Shops & Services",40.6917839,-73.8649876,"7623 Jamaica Ave, Woodhaven","(718) 296-0500 <http://www.stminaclinic.com> Mon-Fri 8am-8pm Sat 8am-4pm Sun 9am-3pm
","Veterinary","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Vernon Blvd Pharmacy Inc",1890,"2020-05-02T04:00:00.000Z","(718) 361-7390","http://vernonblvdpharmacy.com/","Hunters Point-Sunnyside-West Maspeth","Pharmacies & General Stores",40.7436369,-73.9535474,"4815 Vernon Blvd, Long Island City","Call 718-361-7390
","Pharmacy,health","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Rite Aid",1891,"2020-04-09T04:00:00.000Z","(718) 426-7572","https://www.riteaid.com/locations/ny/woodside/50-15-roosevelt-avenue.html","Hunters Point-Sunnyside-West Maspeth","Pharmacies & General Stores",40.744057,-73.914465,"50-15 Roosevelt Ave, Queens","
",,"11377","2020-05-29T17:32:14.000Z",,,," 7am-10pm; pharmacy 9am-9pm;
",,,"9am – 10am",,,,,,,,,
"Walgreens",1892,"2020-04-16T04:00:00.000Z","(718) 433-0941","https://www.walgreens.com/locator/walgreens-45-02+43rd+avenue-sunnyside-ny-11104/id=17681","Hunters Point-Sunnyside-West Maspeth","Pharmacies & General Stores",40.744883,-73.919158,"45-02 43rd Ave, Sunnyside","Daily 9am-9pm
","drugstore,convenience_store,Pharmacy,food,health","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Rite Aid",1893,"2020-04-16T04:00:00.000Z","(718) 639-3234","https://www.riteaid.com/locations/ny/woodside/60-26-woodside-avenue.html","Woodside","Pharmacies & General Stores",40.744682,-73.903707,"60-26 Woodside Ave, Queens","
",,"11377","2020-05-29T17:32:14.000Z",,,,"7am-10pm; pharmacy 9am-9pm;
",,,"9am – 10am",,,,,,,,,
"Walgreen's",1894,"2020-04-16T04:00:00.000Z","(718) 779-6431","https://www.walgreens.com/locator/walgreens-5801+queens+blvd-woodside-ny-11377/id=19959","Woodside","Pharmacies & General Stores",40.745265,-73.904231,"58-01 Queens Blvd, Woodside","Daily 9am-9pm, Seniors only every Tuesday 8am-9am, call to confirm (718) 476-8379
","drugstore,convenience_store,Pharmacy,food,health","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Skillman Pharmacy",1895,,"(718) 565-5454",,"Hunters Point-Sunnyside-West Maspeth","Pharmacies & General Stores",40.745892,-73.914098,"50-6 Skillman Ave, Woodside","Mon-Fri 10am-7pm (Closed Sat-Sun) SUPPORT this local small biz pharmacy
","Pharmacy,health","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Norden Drugs",1896,,"(718) 969-3314",,"Kew Gardens Hills","Pharmacies & General Stores",40.718671,-73.81722,"7901 Main St, Flushing",,"Pharmacy,health","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Shalom Pharmacy",1897,,"(718) 544-8500","https://shalom-pharmacy-ok-pharmacy.business.site/","Kew Gardens Hills","Pharmacies & General Stores",40.725393,-73.821442,"7248 Main St, Flushing",,"Pharmacy,health","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Salzman Chemists",1898,"2020-04-09T04:00:00.000Z","(718) 380-5440","https://www.facebook.com/pages/Salzman-chemists/179050202273737?rf=134607619915271","Kew Gardens Hills","Pharmacies & General Stores",40.719023,-73.813118,"149-19 Union Tpke, Flushing","Call for hours, 718-380-5440
","Pharmacy,health","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Avonora Pharmacy",1899,"2020-04-09T04:00:00.000Z","(718) 969-3300",,"Kew Gardens Hills","Pharmacies & General Stores",40.718931,-73.813627,"149-01 Union Tpke, Flushing","Call for hours, 718-969-3300
","Pharmacy,health","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Walgreens",1900,"2020-04-09T04:00:00.000Z","(718) 263-2918","https://www.walgreens.com/locator/walgreens-7321+kissena+blvd-flushing-ny-11367/id=11126","Pomonok-Flushing Heights-Hillcrest","Pharmacies & General Stores",40.72694,-73.811134,"7321 Kissena Blvd, Queens","Call for hours, 718-263-2918
","drugstore,convenience_store,food,health,clothing_store","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Kissena Drugs & Surgical Supply, Inc.",1901,"2020-04-09T04:00:00.000Z","(718) 793-7658",,"Pomonok-Flushing Heights-Hillcrest","Pharmacies & General Stores",40.727553,-73.812698,"7263 Kissena Blvd # 4, Flushing","10am - 3pm
","drugstore,Pharmacy,health","11367","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Reo Chemist",1902,"2020-04-17T04:00:00.000Z","(718) 849-4661",,"Kew Gardens","Pharmacies & General Stores",40.709194,-73.830268,"81-12 Lefferts Blvd, Kew Gardens","Open daily, hours vary (718) 849-4661
","Pharmacy,health","11415","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Eva's Kitchen",1903,"2020-04-18T04:00:00.000Z","(929) 386-0170","http://evas.nyc/","Kew Gardens","Pharmacies & General Stores",40.713236,-73.829364,"12036 Queens Blvd, Kew Gardens","open Monday-Friday 12pm-8pm and Saturdays 12pm-7pm; takeout and delivery @eatatevas, 929.386.0170
","restaurant,food","11415","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Mother Earth Juice Bar & Health Food Cafe",1904,"2020-04-18T04:00:00.000Z","(347) 494-5485","https://motherearthjuice.business.site/","Kew Gardens","Pharmacies & General Stores",40.707646,-73.835927,"116-03 Metropolitan Ave Entrance around corner from Thai Restaurant, Richmond Hill","Open Mon-Sat 11am-6pm, takeout only, 347.494.5485,
","restaurant,food,health","11418","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Atlas Pharmacy LLC",1905,"2020-05-21T04:00:00.000Z","(718) 577-0200",,"Woodhaven","Pharmacies & General Stores",40.693587,-73.852701,"92-13 Jamaica Ave, Woodhaven","Call 718-577-0200 9AM-7PM Mon-Fri, Sat (Closed) Sun 10AM-5PM
","Pharmacy,health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Duane Reade",1906,"2020-05-21T04:00:00.000Z","(718) 277-5814","https://www.walgreens.com/locator/walgreens-8432+jamaica+ave-woodhaven-ny-11421/id=14271","Woodhaven","Pharmacies & General Stores",40.692247,-73.859522,"8432 Jamaica Ave, Queens","+1 718-277-5814 7AM-10PM Mon-Fri, Sat 8AM-10PM, Sun 9AM-9PM [www.walgreens.com][1]

  [1]: http://www.walgreens.com
","convenience_store,food,clothing_store","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Good Health Pharmacy",1907,"2020-05-21T04:00:00.000Z","(718) 296-7000","http://www.goodhealthrx.net/","Woodhaven","Pharmacies & General Stores",40.692011,-73.862233,"79-28 Jamaica Ave, Woodhaven","+1 718-296-7000 11AM-7PM Mon-Sat, Sun (Closed) [www.goodhealthrx.net][1]

  [1]: http://www.goodhealthrx.net
","Pharmacy,health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Maccabi Pharmacy",1908,"2020-04-22T04:00:00.000Z",,,"Woodhaven","Pharmacies & General Stores",40.69144,-73.864897,,"718-296-0001
",,"11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Medex Pharmacy",1909,"2020-04-22T04:00:00.000Z","(718) 805-7000","http://medexpharmacyny.com/","Woodhaven","Pharmacies & General Stores",40.694358,-73.849282,"96-02 Jamaica Ave, Woodhaven","medexpharmacyny.com +1 718-805-7000
","Pharmacy,atm,finance,health,clothing_store","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"ModernMD Urgent Care - Woodhaven",1910,"2020-04-22T04:00:00.000Z","(646) 604-8170","http://modernmduc.com/","Woodhaven","Pharmacies & General Stores",40.69262,-73.854725,"8922 Jamaica Ave, Queens","modernmduc.com +1 646-604-8170
","health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Prime RX Pharmacy Inc",1911,"2020-04-22T04:00:00.000Z","(718) 296-0202","http://www.vital.com/","Woodhaven","Pharmacies & General Stores",40.691678,-73.865896,"75-17 Jamaica Ave, Jamaica","(718) 296-0202
","Pharmacy,health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Rite Aid",1912,"2020-05-29T04:00:00.000Z","(718) 849-7777","https://www.riteaid.com/locations/ny/woodhaven/89-10-jamaica-avenue.html","Woodhaven","Pharmacies & General Stores",40.692503,-73.855115,"89-10 Jamaica Ave, Queens","
",,"11421","2020-05-29T17:32:14.000Z",,,,"Open 24 Hours, Pharmacy 9:00 AM - 9:00 PM
",,,"9am – 10am",,,,,,,,,
"TS Friends Pharmacy",1913,"2020-04-22T04:00:00.000Z","(718) 374-3265",,"Woodhaven","Pharmacies & General Stores",40.692579,-73.856618,"8720 Jamaica Ave, Jamaica","+1 718-374-3265
","Pharmacy,health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Woodhaven Chemist",1914,"2020-05-21T04:00:00.000Z","(718) 441-7111",,"Woodhaven","Pharmacies & General Stores",40.692504,-73.857315,"86-22 Jamaica Ave, Woodhaven","+1 718-441-7111 Mon-Thurs 9am-7pm Fri,Sun 9am-5pm Sat (closed)
","Pharmacy,health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Walgreens Pharmacy",1915,"2020-05-02T04:00:00.000Z","(718) 357-2050","https://www.walgreens.com/locator/walgreens-193-01+northern+boulevard-auburndale-ny-11358/id=18246","Auburndale","Pharmacies & General Stores",40.758056,-73.788025,"193-01 Northern Blvd, Flushing","Everyday 9am–9pm  Seniors-only hour is 8–9am every Tuesday Delivery via Walgreens website
","Pharmacy,health","11358","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Dollar Tree",1916,"2020-04-19T04:00:00.000Z","(718) 640-9142","https://www.dollartree.com/locations/ny/flushing/5747/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places","Bayside-Bayside Hills","Pharmacies & General Stores",40.76518,-73.788633,"34-45 Francis Lewis Blvd, Queens","10am-6pm
","furniture_store,home_goods_store,food","11358","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"CVS Pharmacy",1917,"2020-04-19T04:00:00.000Z","(718) 353-1571","https://www.cvs.com/store-locator/cvs-pharmacy-address/35+26+Francis+Lewis+Boulevard-Auburndale-NY-11358/storeid=2413?WT.mc_id=LS_GOOGLE_FS_2413","Auburndale","Pharmacies & General Stores",40.763652,-73.787509,"35 26 Francis Lewis Blvd, Queens","8am- 10pm
","drugstore,convenience_store,food,health","11358","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Abrankian Back & Neck Center",1918,"2020-05-05T04:00:00.000Z","(718) 472-0448","http://www.sunnysidespinecenter.com/","Hunters Point-Sunnyside-West Maspeth","Pharmacies & General Stores",40.7436159,-73.9169155,"43-48 48th St, Sunnyside","Reopening on 5/11 Call +1 718-472-0448 or Visit <https://www.sunnysidespinecenter.com/>
","hospital,health","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Amazon Pharmacy",1919,"2020-05-05T04:00:00.000Z","(718) 786-0707",,"Hunters Point-Sunnyside-West Maspeth","Pharmacies & General Stores",40.7451416,-73.9218016,"42-10 43rd Ave, Sunnyside","Call +1 718-786-0707 Mon- Fri 10AM–7PM Sat 10AM–5PM Sunday Closed
","Pharmacy,health","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sunnysight Optik",1920,"2020-05-05T04:00:00.000Z","(718) 784-2477","http://sunnysightoptik.com/","Hunters Point-Sunnyside-West Maspeth","Pharmacies & General Stores",40.7436466,-73.9199135,"44-13 Queens Blvd, Sunnyside","Reopening on 5/16 Call 718-784-2477 before visiting or visit sunnysightoptik.com
","doctor,health","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Dr. Bhavana R. Japi, MD",1921,"2020-05-06T04:00:00.000Z","(718) 786-9595","http://drjapi.business.site/","Hunters Point-Sunnyside-West Maspeth","Doctor",40.7390239,-73.9180074,"6550, 4714 48th St, Woodside","Call 718-786-9595 Mon 11AM-3:30PM  Wed 1PM-6PM  Sat 9AM-1PM
","doctor,health","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bliss Drugs Inc",1922,"2020-05-06T04:00:00.000Z","(718) 482-8900","http://www.blissdrugs.com/","Hunters Point-Sunnyside-West Maspeth","Pharmacies & General Stores",40.7433611,-73.9173333,"47-01 Queens Blvd, Sunnyside","Call 718-482-8900 Mon-Fri 9AM-6PM  Sat 9AM-1PM Sun- Closed
","Pharmacy,health","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"GNC",1923,"2020-05-18T04:00:00.000Z","(718) 706-8058","http://stores.gnc.com/sunnyside-ny-5001?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib","Hunters Point-Sunnyside-West Maspeth","Pharmacies & General Stores",40.7431781,-73.9182377,"46-16 Queens Blvd, Queens","Mon, Wed, Sat 11AM-5PM Call: 718-445-0007 <http://www.gnc.com>
","Fitness","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Woodhaven Family Dental",1924,"2020-05-21T04:00:00.000Z","(718) 847-3300","https://www.zocdoc.com/practice/woodhaven-family-dental-33754","Woodhaven","Doctor",40.6927791,-73.8576299,"8613 Jamaica Ave, Woodhaven","(718) 847-3300 Mon,Tues,Thurs 10am-7pm Wed,Fri 10am-6pm Sat 10am-5pm
","dentist,health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Health Max Pharmacy",1925,"2020-05-21T04:00:00.000Z","(718) 296-0400","https://www.mygnp.com/pharmacies/health-max-pharmacy-woodhaven-ny-11421/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=3324061","Woodhaven","Pharmacies & General Stores",40.6923634,-73.8621269,"80-07 Jamaica Ave, Woodhaven","(718)-296-0400 8:30AM-8:30PM Mon-Fri, 9AM-8PM Sat, Sun 10AM-6PM
","Pharmacy,drugstore,health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Woodhaven Medical Center",1926,"2020-05-21T04:00:00.000Z","(718) 805-0037",,"Woodhaven","Pharmacies & General Stores",40.6924212,-73.8574311,"8618 Jamaica Ave, Woodhaven","(718) 805-0037 Mon-thurs 9:30am-5:30pm Fri 9:30am-3pm Sat 9:30am-1pm
","doctor,health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Thera Dynamic Physical Therapy PC.",1927,"2020-05-21T04:00:00.000Z","(347) 494-5684","http://theradynamicpt.com/","Woodhaven","Pharmacies & General Stores",40.6921995,-73.86302,"79-07 Jamaica Ave, Woodhaven","(347) 494-5684 9am-7pm sun (closed) <https://theradynamicpt.com>
","health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Family Medical Office",1928,"2020-05-21T04:00:00.000Z","(718) 805-0037",,"Woodhaven","Doctor",40.6915175,-73.8657131,"7556 Jamaica Ave, Woodhaven","
","doctor,health","11421","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Que Sabor Bakery Cafe",1930,"2020-06-02T00:19:00.000Z","17183963138","https://www.facebook.com/QueSabor/","Elmhurst","Restaurants, Bars, Cafes & Bakeries",,,"84-60 Grand Ave, Elmhurst","8am - 8pm daily - pick-up only
","bakery","11373","2020-06-01T23:16:12.000Z","Open",,"Local","
",,,,,,,,,,,,
"Fay Da Bakery",1931,"2020-06-02T00:24:00.000Z","(718) 205-5835","http://www.fayda.com","Elmhurst","Restaurants, Bars, Cafes & Bakeries",,,"86-12 Justice Ave, Elmhurst","Mon-Fri, 7am - 4pm // Sat-Sun, 8am - 4pm
","Bakery","11373","2020-06-02T00:19:28.000Z","Open",,"Local",,"Yes","No",,"Buy Online
",,,,,,,,
"Joju Modern Vietnamese Sandwiches",1932,"2020-06-02T00:30:00.000Z","347-808-0887","https://www.jojuny.com/joju-elmhurst-menu","Elmhurst","Restaurants, Bars, Cafes & Bakeries",,,"83-25 Broadway, Elmhurst","Tues-Sun, 11AM - 8PM
","Restaurant","11373","2020-06-02T00:23:35.000Z","Open",,"Local",,"Yes","Yes",,,,,,,,,,
"Du Bois Pastry Shoppe",1933,"2020-06-02T00:38:00.000Z","(718) 426-8586","https://www.instagram.com/duboisnyc/?hl=en","Elmhurst","Restaurants, Bars, Cafes & Bakeries",,,"84-08 Broadway A, Elmhurst, NY 11373","7am - 8pm daily
","Bakery","11373","2020-06-02T00:25:20.000Z","Open",,"Local",,"Yes","No",,,,,,,,,,
"Carniceria Colombia Meat Market",1934,"2020-06-02T00:39:00.000Z","+17186392501",,"Elmhurst","Groceries",,,"84-08 Broadway B, Elmhurst","
","Butcher Shop","11373","2020-06-02T00:29:28.000Z","Open",,"Local",,"No","No",,,,,,"Yes",,,,
"New Golden Sparkling Inc. ""Kam-Lun"" Supermarket",1935,"2020-06-02T00:43:00.000Z","+17188988880",,"Elmhurst","Groceries",,,"8618 Broadway, Queens, NY 11373",,"Grocery Store","11373","2020-06-02T00:30:01.000Z","Open",,"Local",,"No","No",,,,,,"Yes",,,,
"Taiwanese Gourmet",1936,"2020-06-02T00:48:00.000Z","+17184294818","taiwanesegourmet.com","Elmhurst","Groceries",,,"8402 Broadway, Elmhurst, NY 11373",,"Grocery Store","11373","2020-06-02T00:48:26.000Z","Open",,"Local",,"Yes (Call ahead)","Yes",,,,,,,,,,
"7-Eleven",1937,"2020-06-03T04:00:00.000Z","(718) 631-8469",,"Douglas Manor-Douglaston-Little Neck",,40.766432,-73.74057,"246-15 Northern Boulevard Little Neck NY 11362",,"grocery market",,"2020-06-03T22:54:19.000Z","Open",,"Katelyn","24 hours
",,,,,,,,,,,"takeout/delivery",
"Ace Bagels",1938,"2020-06-03T04:00:00.000Z","7182240014",,"Douglas Manor-Douglaston-Little Neck",,40.770898,-73.735585,"253-5 Northern Blvd, Little Neck, NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","Open",,"Katelyn","5:30am-7pm
",,,,,,,,,,"UberEats","takeout/delivery",
"ACT Logistics",1939,"2020-06-03T04:00:00.000Z","7182258818",,"Douglas Manor-Douglaston-Little Neck",,40.770874,-73.734963,"253-10 Northern Boulevard Little Neck NY 11362",,"shipping",,"2020-06-03T22:54:19.000Z","Open",,"Katelyn","8:30am-5:30pm M-F
",,,,,,,,,,,,
